project_id,sprint_id,team_size,sprint_duration_days,planned_story_points,completed_story_points,velocity,num_stories,avg_story_complexity,defect_count,scope_change_ratio,team_experience_months,tech_debt_hours,meeting_overhead_hours,effort_hours,cost_usd,data_source,quality_score
SYN_00000,0,12.0,10.0,25.777759985944655,11.515600008574985,23.16635319256157,4,1.8342753441154669,1,0.0,85.49995531276748,5.781161559382773,4.570887041864711,78.21875049902091,3930.940570711795,synthetic,1.0
SYN_00000,1,12.0,10.0,25.119616776547026,12.899856282307727,24.03656812220372,4,2.744263026914159,1,0.0,85.83328864610081,8.690067585507723,6.9380346704559965,113.0616061755587,5250.45890368629,synthetic,1.0
SYN_00000,2,12.0,10.0,21.788688312465936,13.797856656662521,23.779355581551854,3,2.6237018765657636,1,0.0,86.16662197943415,36.005923945766654,5.005050795984411,136.96285882610965,6214.4132133787825,synthetic,1.0
SYN_00000,3,12.0,10.0,28.681037377957647,19.447777280623775,27.82677628754873,4,2.4888977214053263,1,0.0,86.49995531276748,24.753096346859934,3.0310794190759274,126.27320875400913,6040.794474148724,synthetic,1.0
SYN_00000,4,12.0,10.0,35.36543391118897,25.635468624060866,29.63045522349144,5,2.779886199018653,0,0.29028197049037374,86.83328864610081,11.766940854251597,3.2496424952677105,142.32122775113504,5967.23751433694,synthetic,0.3
SYN_00000,5,12.0,10.0,34.370325464699135,27.61560823465359,32.33527647047949,5,4.1959530489875165,1,0.0,87.16662197943415,26.4451342844653,9.325663184756504,472.0807531610344,20371.054479597817,synthetic,1.0
SYN_00000,6,12.0,10.0,31.0956020082415,24.444019999378703,31.21126213697829,5,2.3073351074454056,1,0.0,87.49995531276748,11.379882837208875,8.94178097309477,196.287666834454,8344.646937780375,synthetic,1.0
SYN_00000,7,12.0,10.0,37.209194918476626,31.41439117384956,37.637453599066745,6,3.7746226836731847,1,0.0,87.83328864610081,34.8810402033582,7.437891363437396,273.46834924792955,11952.951683190995,synthetic,1.0
SYN_00000,8,12.0,10.0,41.367993320121336,33.90576503541623,42.94545875261251,6,1.6537041827073562,2,0.0,88.16662197943415,24.073951104798123,4.3142637225085405,139.47772490931152,5789.593954814282,synthetic,1.0
SYN_00000,9,12.0,10.0,47.28444996579004,40.464955285528255,44.45226752136708,7,2.73209197601138,1,0.0,88.49995531276748,21.26011696736804,9.37806991690361,362.94892081044776,16693.194306994377,synthetic,1.0
SYN_00001,0,6.0,7.0,40.48560845423007,20.596111296414456,38.75677639724336,8,3.941929511182155,2,0.0,60.98259181149063,18.49606357190304,1.5407503753687686,149.52209689691816,21122.606551094646,synthetic,1.0
SYN_00001,1,6.0,7.0,49.76294302913242,31.299836676067432,51.52631233033314,10,3.351269343143661,1,0.0,61.21592514482396,16.00825584285021,1.607855601477295,453.3424337283444,61434.099002538445,synthetic,1.0
SYN_00001,2,6.0,7.0,58.00596077440998,37.252685544829696,62.75601362815997,11,4.3951476209342335,1,0.0,61.4492584781573,20.784431754857795,1.9183160984770018,294.8716364444818,43419.631965579385,synthetic,1.0
SYN_00001,3,6.0,7.0,74.1657377393405,46.170913946662225,79.1186118210946,15,3.351194526990639,2,0.0,61.68259181149063,5.752600636727562,2.379688618532303,357.77601649355967,52277.00449230271,synthetic,1.0
SYN_00001,4,6.0,7.0,100.47383715882333,63.89059501374696,95.40033702230176,20,3.662390541437647,5,0.0,61.91592514482396,18.26781558579949,2.4392653758940224,655.8989939689526,91683.11233454925,synthetic,0.3
SYN_00001,5,6.0,7.0,108.82174207979718,92.85475934936622,95.40033702230176,28,2.7627432371722334,6,0.2815587528305198,62.14925847815729,6.569696202768329,1.8777634593956367,595.0975682073882,81116.03357071374,synthetic,0.3
SYN_00001,6,6.0,7.0,108.82174207979718,88.73058366187746,93.1721208813178,23,3.0532366526873638,7,0.19913582518054335,62.38259181149063,8.248389028464485,1.8701334357603165,569.8832764956393,82502.58013093502,synthetic,0.3
SYN_00001,7,6.0,7.0,76.59715063565126,63.53109363375736,77.05695454336966,15,2.4420609413597782,4,0.0,62.61592514482396,17.733941461276164,1.3884238872763441,515.6901475691446,73347.37551364362,synthetic,1.0
SYN_00001,8,6.0,7.0,81.45803380874978,55.44900527193633,80.35026383064347,16,3.7916671476758825,3,0.0,62.849258478157296,23.572423353811526,2.322531745990701,364.7641582679971,47676.34251927389,synthetic,1.0
SYN_00001,9,6.0,7.0,80.14514730473398,72.59770950912385,75.0835055569598,16,2.0573571015081074,5,0.0,63.08259181149063,15.609341889104702,1.6389430965194394,464.01208244120954,65160.380956239795,synthetic,1.0
SYN_00001,10,6.0,7.0,74.37276498097977,65.92056999516033,73.52250912589707,15,3.625880273934129,4,0.0,63.315925144823964,3.577206803811985,0.9308707823789566,930.6390263185258,123507.58928833419,synthetic,0.3
SYN_00001,11,6.0,7.0,69.04268335610662,53.50639398327541,70.63530483620278,14,2.8474791539958724,2,0.0,63.5492584781573,15.712273750434708,1.8943681112752884,367.03610856160094,49391.488606186416,synthetic,1.0
SYN_00001,12,6.0,7.0,76.21455861133015,64.06386109314843,71.92694019467156,15,3.9369976747738553,3,0.0,63.782591811490626,3.3147719141316094,2.034814341227229,535.6956836164106,76199.84957331585,synthetic,1.0
SYN_00001,13,6.0,7.0,84.57997348433727,77.36126264352541,82.91825174290375,17,3.600695190985008,3,0.0,64.01592514482397,21.49754736552325,1.4084940278746116,653.4503725461591,85378.1266476617,synthetic,1.0
SYN_00001,14,6.0,7.0,89.91919990936859,80.64917881163143,83.96710475111705,18,4.456516926117441,2,0.0,64.2492584781573,17.726890958173406,2.2825939914677313,614.2239479444571,92330.79022722799,synthetic,0.3
SYN_00001,15,6.0,7.0,101.6024556311113,88.18662561561406,82.28930687291762,20,3.584619752910916,3,0.22413386956962986,64.48259181149064,6.139561482726069,2.2657451890884404,640.9485901869278,95949.6177102078,synthetic,0.3
SYN_00001,16,6.0,7.0,68.97954196645804,60.964601045336074,73.7251892132321,14,1.7423677954774073,4,0.0,64.71592514482396,4.381173725802678,2.609045496398136,386.0706395255771,53713.262637166845,synthetic,1.0
SYN_00001,17,6.0,7.0,55.94213577120076,48.744279348751334,61.244679787300335,11,2.9464374616814393,2,0.0,64.94925847815729,6.3643177438148895,2.4728301751470494,596.1031667788425,85521.61564309997,synthetic,0.3
SYN_00001,18,6.0,7.0,77.79432151713398,70.42838571195081,30.622339893650167,15,2.062394245924147,7,0.16621268909411144,65.18259181149062,23.56858707837056,2.4841313024329996,514.9051824676181,63811.36661510056,synthetic,0.3
SYN_00001,19,6.0,7.0,84.62391481326303,84.62391481326303,61.244679787300335,17,2.58537612610698,5,0.21388803293517433,65.41592514482396,12.30490987710338,1.6368596625965885,499.22468627706337,66277.19998119207,synthetic,0.3
SYN_00001,20,6.0,7.0,79.4795015815708,53.79972953786245,80.17526018239109,16,4.208982746621377,4,0.0,65.6492584781573,19.336148484174412,2.824329199404604,739.1579227895047,102622.73946515539,synthetic,0.3
SYN_00001,21,6.0,7.0,79.9325394925978,69.74949987491631,81.41765002495042,16,3.5100270487181566,5,0.0,65.88259181149063,16.14642018952798,2.2238438466711923,833.9768121202549,111213.79676893026,synthetic,0.3
SYN_00001,22,6.0,7.0,95.07591530343132,86.26494913036292,89.41182833828546,19,2.440855657137003,6,0.0,66.11592514482396,14.764124039106566,1.927173851853323,482.56456972334956,70425.62887582263,synthetic,1.0
SYN_00001,23,6.0,7.0,79.85415800419594,73.25528948768921,84.14471020024526,16,2.189026106847681,3,0.0,66.3492584781573,5.534813500765074,2.417551451971464,541.1430368072156,83865.70468083698,synthetic,1.0
SYN_00001,24,6.0,7.0,70.6195486086661,60.82173418550769,74.0872221096904,14,3.0262256743010085,3,0.0,66.58259181149063,22.834128196854852,1.7488564828146407,325.8614774409052,43214.92568517212,synthetic,1.0
SYN_00001,25,6.0,7.0,69.82083957585536,52.01201298212769,37.0436110548452,14,2.0267518804950977,11,0.0,66.81592514482396,8.909000862317907,2.132102896409031,232.89386048401695,31442.281663134705,synthetic,0.3
SYN_00001,26,6.0,7.0,62.00484864285139,57.04766148089637,18.5218055274226,12,2.463087778082735,10,0.0,67.0492584781573,14.885171861442911,2.696498334975195,435.7806897614975,62127.49318599503,synthetic,0.3
SYN_00001,27,6.0,7.0,108.82174207979718,92.85475934936622,37.0436110548452,23,3.249607577240995,8,0.3722858107198026,67.28259181149063,17.51516040312383,3.0737352745437434,753.3889482566426,114709.51914659783,synthetic,0.3
SYN_00001,28,6.0,7.0,95.43465721227054,72.87921442124997,74.0872221096904,19,3.9242496288853568,2,0.2574521827328114,67.51592514482397,16.42343615329867,3.161064137183883,682.630191075029,90308.6159557059,synthetic,0.3
SYN_00001,29,6.0,7.0,85.39051686834958,82.40710483330604,84.08218673782952,17,3.487009177779552,5,0.0,67.7492584781573,22.7168392494232,2.10915497146141,1042.2359790546705,123507.58928833419,synthetic,0.3
SYN_00001,30,6.0,7.0,81.78433445423423,70.73558829554314,76.32938847602307,16,1.279432923485932,4,0.0,67.98259181149064,5.606282182273253,2.151093289146234,325.39081457901057,50025.20799099435,synthetic,1.0
SYN_00001,31,6.0,7.0,85.02144372903828,75.44367223704565,84.67036583086268,17,3.243493383224208,2,0.0,68.21592514482396,13.380419150453948,2.8556734351248676,668.8929859468517,86467.73661136544,synthetic,0.3
SYN_00001,32,6.0,7.0,89.80698099244535,72.20988906658533,87.31128180999116,18,3.057626858586062,4,0.0,68.44925847815729,11.127142840000545,1.6324157431953872,723.7800694631304,95453.24018602773,synthetic,0.3
SYN_00001,33,6.0,7.0,77.20230413934908,66.73411032465098,85.14811030890168,15,3.3311122282981547,4,0.0,68.68259181149062,12.642044556824551,2.9502035531095725,787.4798996954057,108611.34146149752,synthetic,0.3
SYN_00001,34,6.0,7.0,84.06369844342268,84.06369844342268,84.25251526442634,17,4.292967745320966,2,0.0,68.91592514482396,4.975098565871284,2.085236949223907,616.0386967226539,84544.78891308767,synthetic,1.0
SYN_00001,35,6.0,7.0,75.22566717330238,70.82068081425835,78.49375587701518,15,1.3494093785562056,3,0.0,69.1492584781573,5.296443573251731,1.1319589453248764,255.0546727180321,37399.230411381395,synthetic,1.0
SYN_00002,0,8.0,7.0,34.9577181188139,13.429884127627108,39.33750937221521,6,1.9578783065324283,2,0.0,96.47976516383687,19.12346971705649,4.103642464114748,132.12613879113277,15127.17826096275,synthetic,1.0
SYN_00002,1,8.0,7.0,59.450992248633675,26.869150311455893,57.171143061239654,11,2.9590423105467223,2,0.0,96.71309849717021,5.992963194717804,3.7319252767810465,324.4341755867398,37395.412948283156,synthetic,1.0
SYN_00002,2,8.0,7.0,62.03740713269552,38.80396508391853,59.97412575358428,12,2.936216348914553,3,0.0,96.94643183050354,27.55895238470171,2.8593427115267698,258.8254326832517,28446.395496095352,synthetic,1.0
SYN_00002,3,8.0,7.0,54.65356924455608,39.86783520879628,60.532188752109384,10,4.438048933315712,1,0.0,97.17976516383688,20.962577957426504,2.7684425961198897,722.3704292876483,76629.4654604723,synthetic,1.0
SYN_00002,4,8.0,7.0,70.65530784460915,58.67354593031545,67.90484204600216,14,3.7153706628107277,5,0.0,97.41309849717021,18.820094786303503,2.8999454383731926,632.4525741944525,70481.73975005413,synthetic,1.0
SYN_00002,5,8.0,7.0,83.9733121820099,65.386045548604,75.89856071045972,16,3.0091563512731727,2,0.0,97.64643183050354,7.960966112977985,2.92286852561902,627.8620542738729,66509.8397617207,synthetic,1.0
SYN_00002,6,8.0,7.0,81.4460862815742,60.51085929152291,80.76963716268499,16,3.1990298478408663,2,0.0,97.87976516383688,10.493757662725685,2.5801319645842393,308.537756968074,33567.37176585932,synthetic,1.0
SYN_00002,7,8.0,7.0,68.07448596144224,49.48005659182253,69.40143913387762,13,3.0353699024833585,4,0.0,98.11309849717021,7.8169863194890326,1.5626962385173466,657.7062391975479,75088.55005225465,synthetic,1.0
SYN_00002,8,8.0,7.0,75.34778790622457,61.43189117317643,75.90639318398863,14,2.837668812163562,5,0.0,98.34643183050353,27.7356749444902,1.5422305456382808,410.7305135724035,43442.24711004286,synthetic,1.0
SYN_00002,9,8.0,7.0,72.01109457588728,58.303204124360676,69.59082769219282,14,2.1340582420893703,2,0.0,98.57976516383687,20.025762369763086,4.319559045241496,213.4897612139013,24163.96536885192,synthetic,1.0
SYN_00002,10,8.0,7.0,67.19587139965061,51.659820893281726,74.00390244983731,13,2.8791584979144567,3,0.0,98.8130984971702,24.371727512565442,2.739623352210138,403.1841885173319,45353.28166791784,synthetic,1.0
SYN_00002,11,8.0,7.0,65.30216753618565,65.30216753618565,64.65549545427818,12,2.4031213946779895,4,0.0,99.04643183050354,11.72574645180874,4.322770563681434,321.2115943872309,33280.22121353641,synthetic,1.0
SYN_00002,12,8.0,7.0,70.16817170541032,70.16817170541032,71.70415963256086,13,1.9997475688614827,4,0.0,99.27976516383687,13.892075948142384,1.6696183091059695,279.55898403162524,31897.8779473063,synthetic,1.0
SYN_00002,13,8.0,7.0,74.83878184261961,73.9353347601988,67.56989846608239,14,3.4089774516380276,3,0.0,99.5130984971702,14.859822975484173,2.9828396148541763,821.3394684889059,92485.1969172187,synthetic,0.3
SYN_00002,14,8.0,7.0,58.54488995266637,47.72278312573596,59.23004210751005,11,3.313011727946588,2,0.0,99.74643183050354,25.088431186228206,1.8179299712611718,447.477680157686,48934.8557446544,synthetic,1.0
SYN_00002,15,8.0,7.0,75.19468602193291,72.51186168376553,68.63363156851133,14,1.5706339909055376,4,0.0,99.97976516383687,25.44376604502756,1.9707002765853812,443.4525787307601,46409.73301713883,synthetic,1.0
SYN_00002,16,8.0,7.0,68.38425694473568,64.70714096897903,72.72609794908519,13,2.901852290003898,4,0.0,100.21309849717021,9.156229592404115,1.2209833846375606,475.2686427472316,49488.96568745224,synthetic,1.0
SYN_00002,17,8.0,7.0,92.30515917155736,85.81369108037278,69.13651189135588,18,3.796561108719939,5,0.29194536022042605,100.44643183050354,30.316319074057255,1.51968312408711,1042.2359790546705,122196.2244131461,synthetic,0.3
SYN_00002,18,8.0,7.0,84.40180157750441,84.18842390013823,83.14536049046687,16,3.847378991117057,4,0.0,100.67976516383688,6.674873718378169,4.200610649634098,762.6706679397014,85231.7888629588,synthetic,1.0
SYN_00002,19,8.0,7.0,76.00608100305506,71.89196122153734,79.42469642883293,15,3.820669474308191,2,0.0,100.91309849717021,29.008315973800553,2.2003508513806347,1025.6914101135617,106265.60182080758,synthetic,0.3
SYN_00002,20,8.0,7.0,80.86537709337615,77.19903759878844,80.16754496116363,16,3.0311305655211678,5,0.0,101.14643183050354,6.091394594714508,3.1633141520330277,675.4707435925762,75100.67503241995,synthetic,1.0
SYN_00002,21,8.0,7.0,87.52493668637999,82.79860129128821,40.083772480581814,17,2.323963737624679,11,0.0,101.37976516383688,10.81874656115776,2.682447483483957,441.9181649528987,45096.54933453375,synthetic,0.3
SYN_00002,22,8.0,7.0,85.45770135685994,78.71735149207983,77.61424254830384,16,2.1330409381135516,5,0.1194277159387833,101.61309849717021,27.578581838757163,2.4655161840241355,609.5734207097528,65646.44760911312,synthetic,0.3
SYN_00002,23,8.0,7.0,75.59966091640489,56.14610405238943,82.25542057332025,14,3.275683923800286,2,0.0,101.84643183050355,8.36937168356732,2.9071372669227893,399.3200828264572,43685.255790187904,synthetic,1.0
SYN_00002,24,8.0,7.0,107.76875705025093,92.85475934936622,77.90163873126328,21,3.3034240274921305,3,0.3846232166387112,102.07976516383687,15.110756421727132,1.7491228539075476,642.441112207441,78444.90117729384,synthetic,0.3
SYN_00002,25,8.0,7.0,83.13548958494161,70.31432402718148,75.20721483861153,16,4.0298648892840525,5,0.16018160462298958,102.3130984971702,16.155947838390837,4.441709099025777,900.6323247647222,91242.8998177849,synthetic,0.3
SYN_00002,26,8.0,7.0,86.2273872757405,67.68792642351282,87.57407126405884,17,3.8799837202736667,2,0.0,102.54643183050354,10.263458423068439,3.8695144388449796,931.08329572815,108760.34969341641,synthetic,0.3
SYN_00002,27,8.0,7.0,90.01054691206633,90.01054691206633,78.23312267210389,17,2.8942170747750624,6,0.15528214865541226,102.77976516383687,23.655061798476414,3.6118251659778915,471.7783911052093,51715.29019063992,synthetic,0.3
SYN_00002,28,8.0,7.0,52.24817725519367,52.24817725519367,58.957788258518676,10,2.0046352969113044,2,0.0,103.0130984971702,27.718437902783467,2.69503123796688,315.6308562061176,35047.46906647622,synthetic,1.0
SYN_00002,29,8.0,7.0,69.45759028471518,69.45759028471518,75.81318779124767,13,2.7447147223912816,4,0.0,103.24643183050354,28.38776402784047,1.6336671303444887,764.7758813965178,83701.98635797352,synthetic,1.0
